title,author,google_id,recommender,recommender_count,category,publication_date,pages,image,url_image,Unnamed: 4,target_class
The Miracle of Castel Di Sangro,,1567404294,,1,Biographies & Memoirs,,,1567404294.jpg,http://ecx.images-amazon.com/images/I/51-qMt1dInL.jpg,Joe McGinniss,general
Tales of King Arthur (Library of Fantasy & Adventure),,746020619,,4,Children's Books,,,0746020619.jpg,http://ecx.images-amazon.com/images/I/518GSGH06HL.jpg,Felicity Brooks,social-humanaria
"Visit the Zoo, vol. VI",,B00ATC9HXK,,27,Teen & Young Adult,,,B00ATC9HXK.jpg,http://ecx.images-amazon.com/images/I/51LXcIqLB1L.jpg,Tom Smith,general
Asset Building & Community Development,,1412982235,,2,Business & Money,,,1412982235.jpg,http://ecx.images-amazon.com/images/I/51e8RG1XGcL.jpg,Gary P. (Paul) Green,sains-tech
Highland Harmony: Avelina and Drew (Clan Grant Series) (Volume 8),,1517500532,,22,Romance,,,1517500532.jpg,http://ecx.images-amazon.com/images/I/51ISJZX4GXL.jpg,Keira Montclair,general
Gems from the Equinox: Instructions by Aleister Crowley for His Own Magical Order,,1578634172,,21,Religion & Spirituality,,,1578634172.jpg,http://ecx.images-amazon.com/images/I/41uhmxTam-L.jpg,Aleister Crowley,general
"Rick Steves' Europe DVD: Germany, the Swiss Alps, and Travel Skills (Rick Steves' Europe)",,1566919118,,29,Travel,,,1566919118.jpg,http://ecx.images-amazon.com/images/I/51PPPPG1W9L.jpg,,general
Mast Brothers Chocolate: A Family Cookbook,,316234842,,7,"Cookbooks, Food & Wine",,,0316234842.jpg,http://ecx.images-amazon.com/images/I/61i-CtSmjZL.jpg,Rick Mast,general
Trigger Points (Quickstudy: Academic),,142320316X,,16,Medical Books,,,142320316X.jpg,http://ecx.images-amazon.com/images/I/51y9qRT4exL.jpg,Inc. BarCharts,general
Active Birth: The New Approach to Giving Birth Naturally (Non),,1558320385,,18,Parenting & Relationships,,,1558320385.jpg,http://ecx.images-amazon.com/images/I/51GynpJFAQL.jpg,Janet Balaskas,general
What's The Deal With Bitcoins?,,985082062,,6,Computers & Technology,,,0985082062.jpg,http://ecx.images-amazon.com/images/I/41EwHr9af5L.jpg,Ryan Lancelot,general
The Elfrida Goto Trilogy (The Solarian War Saga Books 1-3): Three Full-Length Thrilling Space Opera Novels,,1937396142,,24,Science Fiction & Fantasy,,,1937396142.jpg,http://ecx.images-amazon.com/images/I/51pGeuuTZeL.jpg,Felix R. Savage,social-humanaria
Leyte 1944: Return to the Philippines (Campaign),,1472806905,,12,History,,,1472806905.jpg,http://ecx.images-amazon.com/images/I/51N9h8%2BvIlL.jpg,Clayton Chun,general
Never Forget About Me,,1517383706,,15,Literature & Fiction,,,1517383706.jpg,http://ecx.images-amazon.com/images/I/41pnyAVQMCL.jpg,Joseph Starzyk,general
The Illustrated Encyclopedia of Camellias,,881924210,,8,"Crafts, Hobbies & Home",,,0881924210.jpg,http://ecx.images-amazon.com/images/I/51TNPZAFT9L.jpg,Stirling Macoboy,general
Medicina Prehispanica De Mexico/Prehispanic Medicine of Mexico (Spanish Edition),,9683803148,,4,Children's Books,,,9683803148.jpg,http://ecx.images-amazon.com/images/I/51j4m1W1FeL.jpg,Viesca Trevino,general
Warning: When I Am an Old Woman I Shall Wear Purple,,285634119,,9,Christian Books & Bibles,,,0285634119.jpg,http://ecx.images-amazon.com/images/I/515f1-BG5TL.jpg,Jenny Joseph,social-humanaria
Research Methods in Psychology,,1111350744,,11,"Health, Fitness & Dieting",,,1111350744.jpg,http://ecx.images-amazon.com/images/I/51m-36WTujL.jpg,David G. Elmes,sains-tech
Underfoot: A Geologic Guide to the Appalachian Trail,,917953592,,23,Science & Math,,,0917953592.jpg,http://ecx.images-amazon.com/images/I/51FB4FBHZGL.jpg,V. Collins Chew,general
Cascade Lodge : The History of a North Shore Landmark,,977111008,,29,Travel,,,0977111008.jpg,http://ecx.images-amazon.com/images/I/51iLDyq0BeL.jpg,Eugene A. Glader,social-humanaria
Free from OCD: A Workbook for Teens with Obsessive-Compulsive Disorder,,1572248483,,27,Teen & Young Adult,,,1572248483.jpg,http://ecx.images-amazon.com/images/I/51WLN3FMKtL.jpg,Timothy Sisemore PhD,general
"The Real Taste of Jamaica, Rev. Ed.",,1894020863,,7,"Cookbooks, Food & Wine",,,1894020863.jpg,http://ecx.images-amazon.com/images/I/51H17M8RMJL.jpg,Enid Donaldson,general
Learning Pandas - Python Data Discovery and Analysis Made Easy,,1783985127,,6,Computers & Technology,,,1783985127.jpg,http://ecx.images-amazon.com/images/I/51mZTnirKuL.jpg,Michael Heydt,sains-tech
U.S. Federal Courts: Attorney Admission Requirements: 2011 Edition,,098296580X,,14,Law,,,098296580X.jpg,http://ecx.images-amazon.com/images/I/41qXDXsw-pL.jpg,John Okray,social-humanaria
"The Bond Book, Third Edition: Everything Investors Need to Know About Treasuries, Municipals, GNMAs, Corporates, Zeros, Bond Funds, Money Market Funds, and More",,007166470X,,2,Business & Money,,,007166470X.jpg,http://ecx.images-amazon.com/images/I/51iYt-htMkL.jpg,Annette Thau,social-humanaria
Rescued,,990961214,,26,Sports & Outdoors,,,0990961214.jpg,http://ecx.images-amazon.com/images/I/51SVmh-udgL.jpg,Priscilla West,general
"Creative Painting & Beyond: Inspiring tips, techniques, and ideas for creating whimsical art in acrylic, watercolor, gold leaf, and more (Creative...and Beyond)",,1633220168,,0,Arts & Photography,,,1633220168.jpg,http://ecx.images-amazon.com/images/I/61o2oN8JNFL.jpg,Alix Adams,social-humanaria
"London Calling: Britain, the BBC World Service and the Cold War",,147422749X,,13,Humor & Entertainment,,,147422749X.jpg,http://ecx.images-amazon.com/images/I/51uofTSZW9L.jpg,Alban Webb,social-humanaria
Baha'I Prayers: A Selection of Prayers,,877432856,,21,Religion & Spirituality,,,0877432856.jpg,http://ecx.images-amazon.com/images/I/51g7xyZDGnL.jpg,Baha'u'llah,general
Will Shortz Presents Sudoku: 365 More Challenging Sudoku Puzzles: 2012 Day-to-Day Calendar,,789323087,,3,Calendars,,,0789323087.jpg,http://ecx.images-amazon.com/images/I/51K1ZC-uDbL.jpg,Will Shortz,general
Ukrainian Bible for Teenagers and Young Adults with Column References / 96 pages Full Color Introductory section that includes Bible History and Maps,,9664120618,,29,Travel,,,9664120618.jpg,http://ecx.images-amazon.com/images/I/41qwRZhdXcL.jpg,Bible Society,social-humanaria
Mary Poppins: 80th Anniversary Collection,,544340477,,4,Children's Books,,,0544340477.jpg,http://ecx.images-amazon.com/images/I/51Bn-lq31uL.jpg,Dr. P. L. Travers,general
"Exploring Psychology, 9th Edition",,1464111723,,16,Medical Books,,,1464111723.jpg,http://ecx.images-amazon.com/images/I/519HwDb%2BzoL.jpg,David G. Myers,sains-tech
"Emotional First Aid: Healing Rejection, Guilt, Failure, and Other Everyday Hurts",,142181072,,25,Self-Help,,,0142181072.jpg,http://ecx.images-amazon.com/images/I/41BvWghbRBL.jpg,Guy Winch Ph.D.,general
Collector's Guide to Vintage Televisions: Identification & Values,,1574321269,,8,"Crafts, Hobbies & Home",,,1574321269.jpg,http://ecx.images-amazon.com/images/I/51Z2RBGHARL.jpg,Bryan Durbal,general
Ancient Mediterranean Civilizations: From Prehistory to 640 CE,,199384452,,12,History,,,0199384452.jpg,http://ecx.images-amazon.com/images/I/51Xfe-sZtDL.jpg,Ralph W. Mathisen,social-humanaria
Latitude 59 Degrees North: Lady S. Vol. 2,,1849180245,,5,Comics & Graphic Novels,,,1849180245.jpg,http://ecx.images-amazon.com/images/I/51OHVrByn-L.jpg,Jean Van Hamme,general
Dr. Dean Ornish's Program for Reversing Heart Disease,,345373537,,11,"Health, Fitness & Dieting",,,0345373537.jpg,http://ecx.images-amazon.com/images/I/51XM3KSMzJL.jpg,Dr. Dean Ornish,sains-tech
Mungo Park the African Traveler,,192117491,,29,Travel,,,0192117491.jpg,http://ecx.images-amazon.com/images/I/41fv%2BbdC8cL.jpg,Kenneth Lupton,general
Hosea: The Heart and Holiness of God,,1579101690,,9,Christian Books & Bibles,,,1579101690.jpg,http://ecx.images-amazon.com/images/I/41J6QVKYT9L.jpg,G. Campbell Morgan,social-humanaria
The Ultimate Rice Cooker Cookbook,,1558322027,,7,"Cookbooks, Food & Wine",,,1558322027.jpg,http://ecx.images-amazon.com/images/I/51K4EnxPzPL.jpg,Beth Hensperger,general
"Out on the Town, Travel Guide: Oklahoma City",,141407199X,,29,Travel,,,141407199X.jpg,http://ecx.images-amazon.com/images/I/21VQCK8EJZL.jpg,Out on the Town Inc,general
The Perfect Resume: Resumes That Work in the New Economy (Get a Job!),,1593601905,,2,Business & Money,,,1593601905.jpg,http://ecx.images-amazon.com/images/I/51LOEfEiH0L.jpg,Dan Quillen,general
King Bidgood's in the Bathtub,,152427309,,4,Children's Books,,,0152427309.jpg,http://ecx.images-amazon.com/images/I/51sTNbOktmL.jpg,Audrey Wood,general
Forensic Analytics: Methods and Techniques for Forensic Accounting Investigations,,470890460,,16,Medical Books,,,0470890460.jpg,http://ecx.images-amazon.com/images/I/51Jw2YLIQSL.jpg,Mark Nigrini,sains-tech
Fluid Simulation for Computer Graphics,,1568813260,,6,Computers & Technology,,,1568813260.jpg,http://ecx.images-amazon.com/images/I/51Y%2BAlb5S-L.jpg,Robert Bridson,sains-tech
New Crafts: Basketwork: 25 practical basket-making projects for every level of experience,,754825124,,8,"Crafts, Hobbies & Home",,,0754825124.jpg,http://ecx.images-amazon.com/images/I/51CmcRzD37L.jpg,Polly Pollock,general
Jackie Robinson and the American Dilemma (Library of American Biography),,020559848X,,1,Biographies & Memoirs,,,020559848X.jpg,http://ecx.images-amazon.com/images/I/51Sxqm9IOVL.jpg,John R.M. Wilson,social-humanaria
Dark Nights of the Soul: A Guide to Finding Your Way Through Life's Ordeals,,1592401333,,11,"Health, Fitness & Dieting",,,1592401333.jpg,http://ecx.images-amazon.com/images/I/51ejVCQKyIL.jpg,Thomas Moore,general
Nameless,,1942664427,,27,Teen & Young Adult,,,1942664427.jpg,http://ecx.images-amazon.com/images/I/41PcabcxvhL.jpg,Jennifer Jenkins,general
The Consolation of Philosophy: Boethius,,002346450X,,19,Politics & Social Sciences,,,002346450X.jpg,http://ecx.images-amazon.com/images/I/51DCAT3GFFL.jpg,Richard H. Green,social-humanaria
Speed Receiver (Team Jake Maddox Sports Stories),,1434227804,,4,Children's Books,,,1434227804.jpg,http://ecx.images-amazon.com/images/I/61Ep87lCr%2BL.jpg,Jake Maddox,general
"Fly Fishing The Henry's Fork (Greycliff River Series, Vol. 2)",,1890373095,,29,Travel,,,1890373095.jpg,http://ecx.images-amazon.com/images/I/418KP5RT8CL.jpg,Mike Lawson,general
"Property Law: Rules, Policies and Practices, 5th Edition",,735588600,,14,Law,,,0735588600.jpg,http://ecx.images-amazon.com/images/I/41BY6EjThJL.jpg,Joseph William Singer,social-humanaria
The New Jewish Table: Modern Seasonal Recipes for Traditional Dishes,,1250004454,,7,"Cookbooks, Food & Wine",,,1250004454.jpg,http://ecx.images-amazon.com/images/I/51lNp9Y9IgL.jpg,Todd Gray,general
John Laskowski's Tales from the Hoosier Locker Room,,1582615845,,26,Sports & Outdoors,,,1582615845.jpg,http://ecx.images-amazon.com/images/I/51xkBqWrutL.jpg,John Laskowski,general
"Case Studies in Finance: Managing for Corporate Value Creation (Mcgraw-Hill/Irwin Series in Finance, Insurance and Real Estate)",,007786171X,,2,Business & Money,,,007786171X.jpg,http://ecx.images-amazon.com/images/I/51RY9SGFUEL.jpg,Robert Bruner,social-humanaria
Challenge The Widow-Maker And Other Stories Of People In Peril,,1885941404,,17,"Mystery, Thriller & Suspense",,,1885941404.jpg,http://ecx.images-amazon.com/images/I/51FB6K4S7WL.jpg,Clark Howard,general
Geographic Information Analysis,,470288574,,10,Engineering & Transportation,,,0470288574.jpg,http://ecx.images-amazon.com/images/I/4189WdAPk7L.jpg,David O'Sullivan,sains-tech
Vine's Complete Expository Dictionary of Old and New Testament Words,,078526020X,,9,Christian Books & Bibles,,,078526020X.jpg,http://ecx.images-amazon.com/images/I/51LTVkP7zrL.jpg,W. E. Vine,general
"Hazardous Laboratory Chemicals Disposal Guide, Second Edition",,1566701082,,23,Science & Math,,,1566701082.jpg,http://ecx.images-amazon.com/images/I/41KxQK4tjcL.jpg,Margaret-Ann Armour,general
The Sonnets and a Lover's Complaint (Hardcover Classics),,141192577,,15,Literature & Fiction,,,0141192577.jpg,http://ecx.images-amazon.com/images/I/51I7IOwB%2BqL.jpg,William Shakespeare,general
Protein Formulation and Delivery (Drugs and the Pharmaceutical Sciences),,824778839,,16,Medical Books,,,0824778839.jpg,http://ecx.images-amazon.com/images/I/41y-cBxvybL.jpg,,general
Hunting Dogs: Different Breeds and Special Purposes (Hunting: Pursuing Wild Game!),,1448882761,,27,Teen & Young Adult,,,1448882761.jpg,http://ecx.images-amazon.com/images/I/51ZYmPpoMOL.jpg,Susan Meyer,general
The Maya of Morganton: Work and Community in the Nuevo New South,,807854476,,12,History,,,0807854476.jpg,http://ecx.images-amazon.com/images/I/51OdZtOnNvL.jpg,Leon Fink,general
"Bella's Christmas Bake Off: A fabulously funny, feel good Christmas read",,1910751618,,22,Romance,,,1910751618.jpg,http://ecx.images-amazon.com/images/I/51k-RKw%2BJML.jpg,Sue Watson,general
Reincarnation and Karma: How They Really Affect Us: The Eastern Explanation of Our Past and Future Lives and Good or Bad Experiences,,595341993,,21,Religion & Spirituality,,,0595341993.jpg,http://ecx.images-amazon.com/images/I/41V8BFqBMnL.jpg,Stephen Knapp,general
"Sleep: A Groundbreaking Guide to the Mysteries, the Problems, and the Solutions",,1583333010,,11,"Health, Fitness & Dieting",,,1583333010.jpg,http://ecx.images-amazon.com/images/I/51MQLsnzz-L.jpg,Carlos H. Schenck,general
The Rise of Renegade X (Volume 1),,989880737,,24,Science Fiction & Fantasy,,,0989880737.jpg,http://ecx.images-amazon.com/images/I/51usO70-1UL.jpg,Chelsea M Campbell,general
The San Francisco Chronicle Cookbook,,811814459,,7,"Cookbooks, Food & Wine",,,0811814459.jpg,http://ecx.images-amazon.com/images/I/51bCCznVM6L.jpg,,general
Rustic Garden Projects: 28 Decorative Accents You Can Build,,1589231554,,8,"Crafts, Hobbies & Home",,,1589231554.jpg,http://ecx.images-amazon.com/images/I/514rJhaIAkL.jpg,Dawn King,general
A Brother's Journey: Surviving a Childhood of Abuse,,446696331,,25,Self-Help,,,0446696331.jpg,http://ecx.images-amazon.com/images/I/51O8ADs4eZL.jpg,Richard B. Pelzer,general
Playing Blackjack to Win: A New Strategy for the Game of 21,,1580422519,,13,Humor & Entertainment,,,1580422519.jpg,http://ecx.images-amazon.com/images/I/51Z8gWwb8qL.jpg,Roger Baldwin,general
On the Halfpipe with Tony Hawk,,316142239,,4,Children's Books,,,0316142239.jpg,http://ecx.images-amazon.com/images/I/51oVL0pRaUL.jpg,Matt Christopher,general
"Hippie Chick: A Tale of Love, Devotion & Surrender",,984463062,,0,Arts & Photography,,,0984463062.jpg,http://ecx.images-amazon.com/images/I/511RvcewxDL.jpg,,general
Science And Human Behavior,,29290406,,16,Medical Books,,,0029290406.jpg,http://ecx.images-amazon.com/images/I/41fNJ%2B4gu5L.jpg,B.F Skinner,social-humanaria
Lonely Planet Nueva Zelanda (Travel Guide) (Spanish Edition),,8408135457,,29,Travel,,,8408135457.jpg,http://ecx.images-amazon.com/images/I/51kB37HQ-FL.jpg,Lonely Planet,general
The Eighth Tower: On Ultraterrestrials and the Superspectrum,,193839819X,,23,Science & Math,,,193839819X.jpg,http://ecx.images-amazon.com/images/I/51qH6xfgrGL.jpg,John a. Keel,general
Pre-GED: Student Edition Science,,739867008,,28,Test Preparation,,,0739867008.jpg,http://ecx.images-amazon.com/images/I/51W-yT6BPnL.jpg,STECK-VAUGHN,general
Unix for Oracle Dbas Pocket Reference,,596000669,,6,Computers & Technology,,,0596000669.jpg,http://ecx.images-amazon.com/images/I/41yYszE83ZL.jpg,Donald K. Burleson,sains-tech
"Living as United Methodist Christians: Our Story, Our Beliefs, Our Lives",,142671193X,,9,Christian Books & Bibles,,,142671193X.jpg,http://ecx.images-amazon.com/images/I/51e%2Bxr%2BkWHL.jpg,Sally Langford,general
The Standard for Program Management,,1935589687,,2,Business & Money,,,1935589687.jpg,http://ecx.images-amazon.com/images/I/41FDwY57-BL.jpg,,social-humanaria
Coaching Track & Field Successfully (Coaching Successfully Series),,736042741,,26,Sports & Outdoors,,,0736042741.jpg,http://ecx.images-amazon.com/images/I/51VC0hTZeEL.jpg,Mark Guthrie,general
Oncology and Basic Science (Orthopaedic Surgery Essentials Series),,781780454,,16,Medical Books,,,0781780454.jpg,http://ecx.images-amazon.com/images/I/51n5kaQIjoL.jpg,,general
Keith Haring Wall Calendar (2016),,1629055336,,3,Calendars,,,1629055336.jpg,http://ecx.images-amazon.com/images/I/611HZnHj8oL.jpg,Day Dream,general
"Untitled Harrold 2 of 3: The Hypnosis Solution for Deeper, Longer Sleep",,752886096,,11,"Health, Fitness & Dieting",,,0752886096.jpg,http://ecx.images-amazon.com/images/I/41tmfMgTP3L.jpg,Glenn Harrold,general
Namibia Travel Map (Globetrotter Travel Map),,1770266402,,29,Travel,,,1770266402.jpg,http://ecx.images-amazon.com/images/I/41YlgJsE0lL.jpg,Globetrotter,general
Aircraft: The Jet as Art,,081099285X,,0,Arts & Photography,,,081099285X.jpg,http://ecx.images-amazon.com/images/I/41kdgK2BsqL.jpg,Jeffrey Milstein,social-humanaria
"Energy Law in Europe: National, EU and International Regulation",,019921719X,,14,Law,,,019921719X.jpg,http://ecx.images-amazon.com/images/I/41KLEqwRFyL.jpg,,social-humanaria
Loved by a SEAL: Hot SEALs (Volume 6),,1515145700,,22,Romance,,,1515145700.jpg,http://ecx.images-amazon.com/images/I/517F%2Bv3VvSL.jpg,Cat Johnson,general
Waffles: From Morning to Midnight,,068812609X,,7,"Cookbooks, Food & Wine",,,068812609X.jpg,http://ecx.images-amazon.com/images/I/41arRklQYEL.jpg,Dorie Greenspan,general
The Cambridge Companion to the Greek and Roman Novel (Cambridge Companions to Literature),,521684889,,15,Literature & Fiction,,,0521684889.jpg,http://ecx.images-amazon.com/images/I/51AtTOlRmvL.jpg,,social-humanaria
Nelson's Little Book of Where To Find It in the Bible,,785247084,,20,Reference,,,0785247084.jpg,http://ecx.images-amazon.com/images/I/51uIvGlqvLL.jpg,Ken Anderson,general
The Royal Cup (Last Man),,1626720479,,5,Comics & Graphic Novels,,,1626720479.jpg,http://ecx.images-amazon.com/images/I/51g46YDTj0L.jpg,Bastien Vivès,general
Classic Plastic Radios of the 1930s and 1940s: A Collector's Guide to Catalin Models,,525483519,,8,"Crafts, Hobbies & Home",,,0525483519.jpg,http://ecx.images-amazon.com/images/I/51yrFxfzfJL.jpg,John Sideli,general
Use Your Mind to Heal Your Body: How I used Dr. Sarno's medically proven treatment plan to eliminate my back pain forever,,1489525831,,16,Medical Books,,,1489525831.jpg,http://ecx.images-amazon.com/images/I/41Cjt%2BWO-LL.jpg,Stephen Conenna PE,sains-tech
The Hidden Face of God: Science Reveals the Ultimate Truth,,743203259,,19,Politics & Social Sciences,,,0743203259.jpg,http://ecx.images-amazon.com/images/I/51mxdFPQ7PL.jpg,Gerald L. Schroeder Ph.D.,general
Chinese Cinderella,,385740077,,1,Biographies & Memoirs,,,0385740077.jpg,http://ecx.images-amazon.com/images/I/51XjuAK3fOL.jpg,Adeline Yen Mah,general
Brain Quest Workbook: Kindergarten,,761149120,,4,Children's Books,,,0761149120.jpg,http://ecx.images-amazon.com/images/I/61AfA2ff4gL.jpg,Lisa Trumbauer,social-humanaria
"Your Beautiful Heart: 31 Reflections on Love, Faith, Friendship, and Becoming a Girl Who Shines",,1414376715,,27,Teen & Young Adult,,,1414376715.jpg,http://ecx.images-amazon.com/images/I/41gcje9Oh3L.jpg,Lauren Scruggs,social-humanaria
